Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.146.128-192.168.146.2-137-137-17,192.168.146.128,137,192.168.146.2,137,17,15/10/2025 09:58:18 上午,8197482,4,1,236.0,50.0,68.0,50.0,59.0,10.392304845413264,50.0,50.0,50.0,0.0,34.888762183314334,0.6099433948131877,2049370.5,1059623.7379813963,3638762.0,1512477.0,6666897.0,2222299.0,1226693.9726219412,3638762.0,1512477.0,0,0,0,0,0,0,0,0,0,32,8,0.48795471585055017,0.12198867896263754,50.0,68.0,56.0,9.2951600308978,86.4,0,0,0,0,0,0,0,0,0.0,67.2,59.0,50.0,0,0,0,0,0,0,4,236,1,50,-1,-1,4,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-23.62.220.32-49748-443-6,192.168.146.128,49748,23.62.220.32,443,6,15/10/2025 09:57:55 上午,3264956,7,13,940.0,7024.0,593.0,0.0,134.28571428571428,219.9005186333995,1460.0,0.0,540.3076923076923,614.5143590152287,2439.236547138767,6.125656823552905,171839.78947368418,341196.33777840825,1139364.0,0.0,2985669.0,497611.5,550349.1198912741,1264930.0,522.0,3264932.0,272077.6666666666,401524.8134167219,1139364.0,0.0,0,0,0,0,140,276,2.143979888243517,3.9816769353093884,0.0,1460.0,379.2380952380953,534.9191438677349,286138.49047619046,0,1,0,0,0,0,0,0,1.0,398.2,134.28571428571428,540.3076923076923,0,0,0,0,0,0,7,940,13,7024,-1,64240,3,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-224.0.0.252-64615-5355-17,192.168.146.128,64615,224.0.0.252,5355,17,15/10/2025 09:58:18 上午,414486,1,1,22.0,22.0,22.0,22.0,22.0,0.0,22.0,22.0,22.0,0.0,106.15557582162002,4.825253446437274,414486.0,0.0,414486.0,414486.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,2.412626723218637,2.412626723218637,22.0,22.0,22.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,33.0,22.0,22.0,0,0,0,0,0,0,1,22,1,22,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-192.168.146.2-52912-53-17,192.168.146.128,52912,192.168.146.2,53,17,15/10/2025 09:58:18 上午,94417,0,2,0.0,126.0,0,0,0,0,71.0,55.0,63.0,11.313708498984761,1334.505438639228,21.18262601014648,94417.0,0.0,94417.0,94417.0,0,0,0,0,0,94417.0,94417.0,0.0,94417.0,94417.0,0,0,0,0,0,16,0.0,21.18262601014648,55.0,71.0,60.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,0.0,90.5,0.0,63.0,0,0,0,0,0,0,0,0,2,126,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-218.24.83.108-49749-80-6,192.168.146.128,49749,218.24.83.108,80,6,15/10/2025 09:57:55 上午,28134426,346,4691,4259.0,6766660.0,357.0,0.0,12.30924855491329,65.03844816955014,1460.0,0.0,1442.4770837774472,129.8168221401049,240663.12922111864,179.03333090925685,5586.6612390786295,132778.16252416867,4861114.0,0.0,2.8056927E7,81324.4260869565,502098.21542510076,4861114.0,35.0,2.8134246E7,5998.773134328359,139047.2235583405,4869917.0,0.0,0,0,0,0,6920,93836,12.298100554814944,166.7352303544419,0.0,1460.0,1343.969630805873,383.6524572213842,147189.20793200607,0,1,0,0,0,0,0,0,13.0,1344.2364502680166,12.309248554913294,1442.477083777446,0,0,0,0,0,0,346,4259,4691,6766660,-1,64240,12,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-10.249.9.81-49758-7680-6,192.168.146.128,49758,10.249.9.81,7680,6,15/10/2025 09:58:00 上午,21075049,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.284696846968185,4215009.8,2859959.0636943914,8015512.0,1023037.0,1.4045187E7,4681729.0,3054888.7772056446,8015512.0,2016457.0,2.1075049E7,2.1075049E7,0.0,2.1075049E7,2.1075049E7,0,0,0,0,128,52,0.18979789797879,0.094898948989395,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4,0,2,0,-1,64240,0,0,7052712.0,0.0,7052712.0,7052712.0,7011168.5,1420356.1989812625,8015512.0,6006825.0,No Label
192.168.146.128-218.24.83.108-49754-80-6,192.168.146.128,49754,218.24.83.108,80,6,15/10/2025 09:57:58 上午,28406631,289,4102,3847.0,5838851.0,352.0,0.0,13.311418685121103,67.03989205022144,1460.0,0.0,1423.4156509019938,190.8434469465263,205680.77925185848,154.5765846009687,6470.758769931659,136128.8706033256,4770000.0,0.0,2.8275057E7,98177.28125,524240.39119468746,4770000.0,36.0,2.8406579E7,6926.744452572546,144209.94329543217,4868359.0,0.0,0,0,0,0,5780,82056,10.173680926823037,144.40290367414565,0.0,1460.0,1330.304644808744,396.19363463473826,156969.39612508446,0,1,0,0,0,0,0,0,14.0,1330.607606467775,13.311418685121108,1423.415650901999,0,0,0,0,0,0,289,3847,4102,5838851,-1,64240,11,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-72.145.35.119-49757-443-6,192.168.146.128,49757,72.145.35.119,443,6,15/10/2025 09:57:58 上午,1643258,10,13,1373.0,3455.0,719.0,0.0,137.29999999999998,219.57284288666784,1460.0,0.0,265.7692307692307,493.4578931455979,2938.065720659811,13.996584833300673,74693.54545454543,120967.36309030482,340740.0,0.0,1302404.0,144711.55555555556,173985.91662697235,411995.0,75.0,1587781.0,132315.08333333334,146496.5174748709,340740.0,0.0,0,0,0,0,200,276,6.085471666652467,7.911113166648207,0.0,1460.0,201.16666666666669,389.6169430592573,151801.36231884058,0,1,0,0,0,0,0,0,1.0,209.91304347826087,137.3,265.7692307692308,0,0,0,0,0,0,10,1373,13,3455,-1,64240,6,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-23.62.220.32-49744-443-6,23.62.220.32,443,192.168.146.128,49744,6,15/10/2025 09:57:50 上午,4558520,5,5,1590.0,2180.0,838.0,0.0,318.0,349.7055904614623,1460.0,0.0,436.0,622.4612437734578,827.0228056474471,2.1936944446881883,506502.22222222225,913319.7704385603,2599066.0,239.0,1841951.0,460487.75,676199.9223821188,1434376.0,1155.0,4558520.0,1139630.0,1147323.7824508536,2602149.0,67239.0,0,1,0,0,100,100,1.0968472223440942,1.0968472223440942,0.0,1460.0,475.45454545454544,560.3642321983735,314008.07272727275,0,0,0,1,1,0,0,0,1.0,523.0,318.0,436.0,0,0,0,0,0,0,5,1590,5,2180,-1,64240,3,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-222.135.153.19-49752-80-6,192.168.146.128,49752,222.135.153.19,80,6,15/10/2025 09:57:57 上午,165508,3,6,370.0,3246.0,370.0,0.0,123.33333333333334,213.61959960016154,1460.0,0.0,541.0,722.964729430143,21847.88650699664,54.37803610701598,20688.499999999996,29694.61093964935,72714.0,0.0,92702.0,46351.0,65063.72336409899,92358.0,344.0,165441.0,33088.2,32242.380684434578,72714.0,0.0,0,0,0,0,60,136,18.126012035671994,36.25202407134399,0.0,1460.0,361.6,596.1758129947909,355425.6,0,1,0,0,0,0,0,0,2.0,401.77777777777777,123.33333333333333,541.0,0,0,0,0,0,0,3,370,6,3246,-1,64240,1,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-10.249.11.229-49761-7680-6,192.168.146.128,49761,10.249.11.229,7680,6,15/10/2025 09:58:03 上午,23065909,1676,15628,822.0,2.2456659E7,77.0,0.0,0.4904534606205254,3.7053287368305146,1460.0,0.0,1436.9502815459366,163.1907907010293,973622.1971568516,750.1980520256105,1333.058371380686,4828.01039908306,74675.0,0.0,2.2984017E7,13721.801194029875,8766.361670996297,70483.0,64.0,2.3065909E7,1476.029244256738,5098.641459456606,74675.0,0.0,0,0,0,0,33520,312576,72.66134623179168,677.5367057938189,0.0,1460.0,1297.7452181450467,452.3787483917251,204646.53199646372,0,1,0,0,0,0,0,0,9.0,1297.8202149791955,0.4904534606205251,1436.9502815459432,0,0,0,0,0,0,1676,822,15628,22456659,-1,64240,50,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-192.168.146.2-63814-53-17,192.168.146.128,63814,192.168.146.2,53,17,15/10/2025 09:57:55 上午,24851,0,2,0.0,306.0,0,0,0,0,256.0,50.0,153.0,145.6639969244288,12313.387791235764,80.47965876624683,24851.0,0.0,24851.0,24851.0,0,0,0,0,0,24851.0,24851.0,0.0,24851.0,24851.0,0,0,0,0,0,16,0.0,80.47965876624683,50.0,256.0,118.66666666666667,118.93415545306291,14145.333333333334,0,0,0,0,0,0,0,0,0.0,178.0,0.0,153.0,0,0,0,0,0,0,0,0,2,306,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-192.168.146.2-61456-53-17,192.168.146.128,61456,192.168.146.2,53,17,15/10/2025 09:57:55 上午,11756,0,2,0.0,253.0,0,0,0,0,195.0,58.0,126.5,96.87362902255701,21520.925484858795,170.12589316093909,11756.0,0.0,11756.0,11756.0,0,0,0,0,0,11756.0,11756.0,0.0,11756.0,11756.0,0,0,0,0,0,16,0.0,170.12589316093909,58.0,195.0,103.66666666666666,79.09698687897873,6256.333333333333,0,0,0,0,0,0,0,0,0.0,155.5,0.0,126.5,0,0,0,0,0,0,0,0,2,253,-1,-1,0,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-192.168.146.2-60532-53-17,192.168.146.128,60532,192.168.146.2,53,17,15/10/2025 09:58:11 上午,3028267,2,1,68.0,34.0,34.0,34.0,34.0,0.0,34.0,34.0,34.0,0.0,33.68263102295801,0.9906656183222946,1514133.5,728561.1080345286,2029304.0,998963.0,2029304.0,2029304.0,0.0,2029304.0,2029304.0,0,0,0,0,0,0,0,0,0,16,8,0.6604437455481964,0.3302218727740982,34.0,34.0,34.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,45.333333333333336,34.0,34.0,0,0,0,0,0,0,2,68,1,34,-1,-1,2,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-192.168.146.2-63736-53-17,192.168.146.128,63736,192.168.146.2,53,17,15/10/2025 09:57:56 上午,136300,1,3,52.0,382.0,52.0,52.0,52.0,0.0,165.0,52.0,127.33333333333333,65.24058041842771,3184.1526045487894,29.347028613352897,45433.333333333336,22686.679667446562,70001.0,25275.0,0,0,0,0,0,136300.0,68150.0,38361.95709293258,95276.0,41024.0,0,0,0,0,8,24,7.336757153338224,22.01027146001467,52.0,165.0,97.2,61.89264899808377,3830.7,0,0,0,0,0,0,0,0,3.0,121.5,52.0,127.33333333333333,0,0,0,0,0,0,1,52,3,382,-1,-1,1,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-23.62.220.32-49753-443-6,192.168.146.128,49753,23.62.220.32,443,6,15/10/2025 09:57:58 上午,3673895,8,13,935.0,7024.0,588.0,0.0,116.87500000000001,207.42739693685596,1460.0,0.0,540.3076923076923,614.5143590152287,2166.365669133168,5.716004404045298,183694.74999999997,331689.67920932785,1154662.0,0.0,2666676.0,380953.71428571426,385153.36530864093,1156954.0,473.0,3673880.0,306156.6666666666,464018.7785254411,1366598.0,0.0,0,0,0,0,172,276,2.1775254872553518,3.5384789167899466,0.0,1460.0,361.7727272727273,528.1489627366761,278941.3268398269,0,1,0,0,0,0,0,0,1.0,379.0,116.875,540.3076923076923,0,0,0,0,0,0,8,935,13,7024,-1,64240,3,0,0,0,0,0,0,0,0,0,No Label
192.168.146.128-96.16.70.42-49751-443-6,192.168.146.128,49751,96.16.70.42,443,6,15/10/2025 09:57:56 上午,1290921,7,12,934.0,7156.0,589.0,0.0,133.42857142857144,218.37876662873092,1460.0,0.0,596.3333333333334,641.1687245439639,6266.843594611909,14.718174078816597,71717.83333333331,92367.6312544542,266900.0,0.0,1023910.0,170651.6666666667,137780.5377949537,329437.0,553.0,1240525.0,112775.0,97761.73289380666,266900.0,0.0,0,0,0,0,140,256,5.42248518693243,9.295688891884167,0.0,1460.0,404.50000000000006,558.5594724024705,311988.6842105263,0,1,0,0,0,0,0,0,1.0,425.7894736842105,133.42857142857142,596.3333333333334,0,0,0,0,0,0,7,934,12,7156,-1,64240,3,0,0,0,0,0,0,0,0,0,No Label
